Philosophe	Naissance	Mort	Catégorie	Image	Lien	Informations
Boèce	480	525	Philosophie médiévale	https://upload.wikimedia.org/wikipedia/commons/6/6b/Bo%C3%A8ce_et_Philosophie.jpg	https://fr.wikipedia.org/wiki/Bo%C3%A8ce	<p><b>Anicius Manlius Severinus Boethius</b>, communément appelé <b>Boèce</b> /bo.ɛs/, né vers 480 à Rome et mis à mort en 524 à Pavie par Théodoric le Grand, est un philosophe et homme politique latin.</p><p>Témoin des derniers feux de l'Empire romain, il occupe une place fondamentale dans la transmission de la philosophie antique en Occident. Sa traduction en latin de l’œuvre logique d'Aristote, ainsi que son commentaire par Porphyre de Tyr, exerceront une influence déterminante sur la philosophie médiévale. Emprisonné à la fin de sa vie, il rédige la <i>Consolation de Philosophie</i>, dans laquelle la poursuite de la sagesse et l'amour de Dieu sont décrits comme les véritables sources du bonheur. Il est également l'auteur des <i>Apices</i>, système de chiffres décimaux qui est à l'origine de l'introduction de la numération de position par Gerbert d'Aurillac.</p>
Dignāga	480	540	Philosophie indienne	https://upload.wikimedia.org/wikipedia/commons/9/99/Dignaga.jpg	https://fr.wikipedia.org/wiki/Dign%C4%81ga	<p><b>Dignāga</b> (Diṅnāga, (chinois : <span lang="zh">陳那論師/域龍</span>, sanskrit : <span lang="sa">दिग्नाग</span>, Tibetain: ཕྱོགས་ཀྱི་གླང་པོ་) (480-540 ou 430-500), célèbre bouddhiste indien du <abbr title="5ᵉ siècle"><span>V</span><sup style="font-size:72%">e</sup></abbr> au <abbr title="6ᵉ siècle"><span>VI</span><sup style="font-size:72%">e</sup></abbr> siècle, réformateur et fondateur de la nouvelle logique (Hetuvidyā ou nyāya) bouddhique.</p>
Jean Damascène	675	749	Philosophie médiévale	https://upload.wikimedia.org/wikipedia/commons/6/6b/John-of-Damascus_01.jpg	https://fr.wikipedia.org/wiki/Jean_Damasc%C3%A8ne	<p><b>Jean Damascène</b> ou <b>Jean de Damas</b> (en arabe : <span lang="ar" dir="rtl">يوحنا الدمشقي</span> ; en grec ancien : <span lang="grc">Ἰωάννης ὁ Δαμασκηνός</span>) ou <b>Jean Mansour</b>, de son nom en arabe <i>Mansour ibn Sarjoun</i> (منصور بن سرجون التغلبي), né vers 675 et mort le <time datetime="0749-12-08" data-sort-value="0749-12-08">4 décembre 749</time>, est un moine et prêtre théologien (hiéromoine) chrétien d'origine syriaque mais écrivant en langue grecque.</p><p>Il est l'un des Pères chrétiens d'Orient et Docteur de l'Église. Saint pour l'Église orthodoxe et l'Église catholique, il est fêté le 4 décembre.</p>
Al-Kindī	801	873	Philosophie arabe médiévale	https://upload.wikimedia.org/wikipedia/commons/e/e5/Al-kindi.jpeg	https://fr.wikipedia.org/wiki/Al-Kindi	<p><b>Abū Yūsuf Yaʿqūb ibn Isḥāq al-Kindī</b> (en arabe : أبو يوسف يعقوب بن إسحاق الكندي ) (Koufa, 801 – Bagdad, 873), plus connu sous son nom latinisé d'<b>Alkindus</b> ou <b>Al-Kindi</b>, est considéré comme l'un des plus grands philosophes arabes «hellénisants» (<i>faylasuf</i>), en étant surnommé « le philosophe des Arabes »<sup class="reference cite_virgule">,</sup>.</p><p>« Il fut le premier à faire une synthèse originale entre la pensée grecque et la pensée religieuse musulmane. » (A. Badawi, <i>Histoire de la philosophie en islam</i>, p. 477)</p><p>Esprit encyclopédique, il a cherché à synthétiser, organiser et évaluer l'ensemble des savoirs de son temps, en s'intéressant à des domaines très variés : philosophie, mathématiques, astronomie, physique, chimie, technologie, musique...</p>
Jean Scot Erigène	810	877	Philosophie médiévale	https://upload.wikimedia.org/wikipedia/commons/1/19/Johannes_Scottus_Eriugena.jpg	https://fr.wikipedia.org/wiki/Jean_Scot_%C3%89rig%C3%A8ne	<p><b>Jean Scot Érigène</b> (<i>Iohannes Scottus</i>) est un clerc et philosophe irlandais du <abbr title="9ᵉ siècle"><span>IX</span><sup style="font-size:72%">e</sup></abbr> siècle né autour de l'an 800. Il meurt vers 877 sans doute sur le continent, comme nombre de moines celtes venus d'Irlande, « l'île des saints et des savants » et du christianisme celtique, à moins qu'il ne soit retourné en Angleterre.</p><p>De <i>Scot</i> (Jean), dit « Érigène », philosophe et théologien du <abbr title="9ᵉ siècle"><span>IX</span><sup style="font-size:72%">e</sup></abbr> siècle, il est impossible de fixer davantage les éléments relatifs à sa date de naissance, sa jeunesse et la fin de sa vie. On cumule sur le continent ses surnoms <i>Scotus</i> et l'<i>Érigène</i> ou, en latin, <i>Eriugena</i>. La dénomination Jean Scot Erigène dissimule une redondance toponymique. En effet, dans son pays d'origine, on le nommait <i>Hibernia</i>, <i>Scottia</i> ou <i>Eriu</i>. <i>Erigène</i> signifiant qu'il est originaire d'Irlande, alors que <i>Scot</i> indique qu'il vient de la terre des Scots, la Scotia étant à l'époque le mot latin pour désigner l'Irlande.</p>
Al-Fârâbî	872	950	Philosophie arabe médiévale	https://upload.wikimedia.org/wikipedia/commons/3/33/Iranian_Farabi.jpg	https://fr.wikipedia.org/wiki/Al-F%C3%A2r%C3%A2b%C3%AE	<p><b>Fârâbî</b> (en arabe فارابي), de son nom complet <b>Abû Nasr Muhammad ibn Muhammad ibn Tarkhân ibn Uzalagh al-Fârâbî</b>, également connu en Occident sous les noms de <b>Alpharabius</b>, <b>Al-Farabi</b>, <b>Al-Fārābī</b>, <b>Farabi</b>, <b>Abunaser</b> et <b>Alfarabi</b>, est un philosophe médiéval persan et musulman. Né en 872 à Wâsij près de Farab en Transoxiane, ou à Faryab au Grand Khorassan<sup>,</sup>, il meurt à Damas, en Syrie en 950. Il approfondit toutes les sciences et tous les arts de son temps, et est appelé le <i>Second instituteur de l'intelligence</i>.</p><p>Il étudie à Bagdad (actuel Irak). On lui doit un commentaire de <i>La République</i> de Platon, ainsi qu'un <i>Sommaire des Lois de Platon</i>. Il fut aussi un théoricien de la musique et un excellent joueur de luth.</p><p>Al-Farabi est une figure majeure parmi les philosophes et savants de l'Islam médiéval. Il a marqué de son influence la métaphysique d'Avicenne.</p>
Avicenne	980	1037	Philosophie médiévale	https://upload.wikimedia.org/wikipedia/commons/7/74/Avicenna-miniatur.jpg	https://fr.wikipedia.org/wiki/Avicenne	<p><b>Ibn Sina</b> (en persan : <span lang="fa" dir="rtl">ابن سینا</span>) connu en Occident sous le nom d'<b>Avicenne</b> (du latin médiéval <span lang="la">Avicenna</span>), est un philosophe et médecin, né le <time datetime="0980-08-12" data-sort-value="0980-08-12">7 août 980</time> près de Boukhara, dans l'actuel Ouzbékistan et mort en <time datetime="1037-06" data-sort-value="1037-06">juin 1037</time> à Hamadan (Iran)<sup>,</sup>. Il est l'auteur d'ouvrages de référence en médecine et en philosophie, ainsi que de sciences voisines, comme l'astronomie, l'alchimie, et la psychologie rédigés en arabe classique.</p><p>Ses disciples l'appelaient <i>cheikh el-raïs</i>, c'est-à-dire « prince des savants », Maître par excellence, ou encore le troisième maître (après Aristote et Al-Fārābī).</p><p>Ses œuvres principales sont l'encyclopédie médicale <i>Qanûn</i> (« Canon de la médecine ») et ses deux encyclopédies scientifiques le <i>Livre de la guérison (de l'âme)</i> et <i>Danesh-e Nâma</i> (« Livre de science »).</p><p>Dans son <i>Qanûn</i>, il opère une vaste synthèse médico-philosophique avec la logique d'Aristote, combinée avec le néo-platonisme, élevant la dignité de la médecine comme discipline intellectuelle, compatible avec le monothéisme. Son influence sera prédominante dans l'Occident médiéval latin jusqu'au <abbr title="16ᵉ siècle"><span>XVI</span><sup style="font-size:72%">e</sup></abbr> siècle.</p><p>Si son œuvre médicale n'a plus qu'un intérêt historique, son œuvre philosophique se situe au carrefour de la pensée orientale et de la pensée occidentale. Elle reste étudiée au début du <abbr title="21ᵉ siècle"><span>XXI</span><sup style="font-size:72%">e</sup></abbr> siècle aussi bien dans le cadre de l'islam que de la philosophie académique.</p>
Anselme	1033	1109	Philosophie médiévale	https://upload.wikimedia.org/wikipedia/commons/1/18/Anselmus.jpg	https://fr.wikipedia.org/wiki/Anselme_de_Cantorb%C3%A9ry	<p><b>Anselme de Cantorbéry</b> (en latin : <i>Anselmus Cantuariensis</i>), connu comme le « Docteur magnifique » (<i><span lang="la">Doctor magnificus</span></i>), est un moine bénédictin italien né à Aoste (Italie) en 1033 ou 1034 et mort à Cantorbéry (Angleterre) le <time datetime="1109-04-28" data-sort-value="1109-04-28">21 avril 1109</time>. Appelé également <b>Anselme d'Aoste</b> à cause de sa naissance valdôtaine, il est plus connu sous le nom d'<b>Anselme du Bec</b> en raison de son appartenance en tant que moine bénédictin à l'Abbaye Notre-Dame du Bec en Normandie. Canonisé en 1494, saint Anselme est proclamé Docteur de l'Église en 1720 par Clément XI.</p><p>À l'origine de ce que Kant nomme l'argument ontologique, saint Anselme est l'un des écrivains majeurs de l'Occident médiéval. Auteur du <i>Monologion</i> et du <i>Proslogion</i>, il est l'un des fondateurs de la théologie scolastique. Suivant le principe directeur de la <i><span lang="la">Fides quaerens intellectum</span></i> – la foi en quête de l'intellect –, il recherche au sein de l'Église une conciliation entre la foi en Dieu et la raison humaine. Ses thèses sont commentées par les scolastiques qui lui succèdent, notamment Abélard et Thomas d'Aquin.</p><p>En tant que théologien, il élabore le dogme de la circumincession — présence divine des trois personnes les unes dans les autres —, adopté en 1442 au concile de Florence. À partir de ce dogme, il jette les bases de la théorie de la satisfaction, que précisera Thomas d'Aquin et que Calvin interprétera dans un sens propitiatoire pour fonder sa théologie de la grâce.</p><p>En tant qu'archevêque de Canterbury, il impose la réforme grégorienne, transfère les investitures à Rome et donne à l'Église d'Angleterre la direction que suivra Thomas Beckett. Il est fêté est le <time datetime="04-21" data-sort-value="04-21">21 avril</time>.</p>
Al-Ghazālī	1058	1111	Philosophie arabe médiévale	https://upload.wikimedia.org/wikipedia/commons/6/69/Al-Ghaz%C4%81l%C4%AB%2C_Sayr_mulhimah_min_al-Sharq_wa-al-Gharb.png	https://fr.wikipedia.org/wiki/Al-Ghazali	<p><b>Abu Hamid Muhammad ibn Muhammad Al-Ghazali al-Tusi al-Nisaburi</b> (1058-1111) est connu en Occident sous les noms latinisés d'<b>Algazel</b> ou <b>Algazelus</b>. Philosophe, théologien, logicien, juriste et mystique musulman d'origine perse, il est une figure majeure de la pensée musulmane.</p><p>Al-Ghazali considère que la tradition spirituelle islamique était, en son temps, devenue moribonde et que les sciences spirituelles enseignées par la première génération de musulmans avaient été oubliées, ce qui l'a conduit à écrire son magnum opus intitulé <i>Iḥyā' 'ulūm ad-dīn</i> (<i>La revivification des sciences de la religion</i>).</p><p>Al-Ghazali a une formation philosophique très poussée. Il écrit un essai, intitulé <i>Maqāṣid al-falāsifa</i> (<i>Les intentions des philosophes</i>), tentant de résumer la pensée de philosophes musulmans déjà célèbres (Al-Kindi, Rhazès, Al-Fârâbî et plus particulièrement Avicenne).</p><p>Déçu dans sa recherche d'une vérité philosophique finale, il s'oriente vers un mysticisme profond et se montre extrêmement critique envers les philosophes, plus spécialement les métaphysiciens.</p><p>Sa critique vise particulièrement l'aristotélisme, dont Avicenne fut le plus éminent représentant. <i>Tahāfut al-falāsifa</i> (<i>L'incohérence des philosophes</i>) constitue un jalon important dans l'histoire de la philosophie, faisant avancer la critique de la science aristotélicienne développée plus tard dans l'Europe du <abbr title="14ᵉ siècle"><span>XIV</span><sup style="font-size:72%">e</sup></abbr> siècle.</p><p>Penseur de premier plan, Al-Ghazali a anticipé quelques-unes des idées majeures auxquelles des philosophes comme René Descartes et David Hume sont parvenus au fil de leurs études et de leurs débats philosophiques, touchant à des thématiques aussi variées que la causalité, le dualisme corps/esprit, le scepticisme et l'accès à la connaissance.</p><p>Henry Corbin dit à son sujet : « Tout en se gardant de certaines hyperboles, on admettra volontiers que ce Khorassanien ait été une des plus fortes personnalités, une des têtes les mieux organisées qui aient paru en Islam <i>»</i>.</p>
Pierre Abélard	1079	1142	Philosophie médiévale	https://upload.wikimedia.org/wikipedia/commons/4/43/Paris_-_Palais_du_Louvre_-_PA00085992_-_Abailard.jpg	https://fr.wikipedia.org/wiki/Pierre_Ab%C3%A9lard	<p><b>Abélard</b>, <b>Abailard</b>, ou encore <b>Abeilard</b> (en latin : <span lang="la"><i>Abaelardus</i></span>), Pierre alias <i>Petrus</i> en religion (né en 1079 au Pallet près de Nantes - mort le <time datetime="1142-04-28" data-sort-value="1142-04-28">21 avril 1142</time>, au prieuré Saint-Marcel près de Chalon-sur-Saône), est un philosophe, dialecticien et théologien chrétien français, père de la scolastique, inventeur du conceptualisme et époux d'Héloïse.</p><p>Né dans une famille de souche poitevine établie dans le duché de Bretagne, il a été abbé de Rhuys mais a exercé principalement dans ce qui est l'Île-de-France actuelle comme professeur appointé par des familles aristocratiques et comme compositeur de chansons pour goliards. Sa renommée à travers tout l'Occident, en tant que penseur à la fois rigoureux et non conformiste, s'est consolidée en un phénomène social du début du <abbr title="12ᵉ siècle"><span>XII</span><sup style="font-size:72%">e</sup></abbr> siècle qui aboutira à l'extension du statut de clerc à l'ensemble du corps enseignant et étudiant.</p><p>Auteur latin, entre autres, de <i>Oui et non</i>, qui a été le premier ouvrage à être diffusé de son vivant à un large public non spécialisé, il est aussi l'un des principaux acteurs du renouveau des arts du langage au sortir d'un Haut Moyen Âge carolingien entrant dans la réforme grégorienne. Il est le premier, au sein des écoles cathédrales, à promouvoir les études aristotéliciennes et fonde en 1110 à Sainte Geneviève le premier collège qui, préfigurant l'Université, échappe à l'autorité épiscopale. Il se fait moine en 1119 à Saint-Denis, mais voit en 1121, au concile de Soissons, son cours <i>Théologie du souverain bien</i> dénoncé pour sabellianisme et livré à un autodafé. Élaboré à partir de 1125, son traité d'éthique <i>Connais-toi toi-même</i> inaugure le droit moderne en fondant la notion de culpabilité non plus sur l'acte commis, mais sur l'intention. Apologiste de la femme et partisan de son éducation, il fonde en 1131 en Champagne la première abbaye qui suive une règle spécifiquement féminine, le Paraclet, refuge de femmes savantes pour lesquelles il produit un important corpus de musique liturgique. En 1140, sa <i>Théologie pour les étudiants</i> fait l'objet d'une seconde condamnation pour hérésie au concile de Sens.</p><p>Instrument de propagande au gré des disgrâces du second personnage de l'État, le chancelier Étienne de Garlande, Abélard, protégé du rival des Capétiens, le comte de Champagne Thibault, a été un objet de gloire et de scandale, plus encore à l'occasion d'un fait divers, soit la castration dont il a été victime en 1117, qui a motivé la rédaction de la première autobiographie où le récit subjectif et le romanesque l'emportent sur le didactique et l'édification : <i>Histoire de mes malheurs</i>. Sa liaison, entamée en 1113 avec celle qui deviendra la mère de son fils Astralabe, Héloïse, annonçant le modèle de l'amour courtois, est devenue un mythe fondateur de l'amour libre et les lettres échangées par le couple, <i>Lettres des deux amants</i> et <i>Lettres d'Abélard et d'Héloïse</i>, un monument de la littérature, où la liberté du propos intime est servie par un style étonnamment moderne. Le <time datetime="1817-06-16" data-sort-value="1817-06-16">16 juin 1817</time>, les restes de la nonne amoureuse et de son époux moine sont transférés au cimetière du Père-Lachaise (division 7), où leur mausolée se visite.</p>
Averroès	1126	1198	Philosophie arabe médiévale	https://upload.wikimedia.org/wikipedia/commons/8/82/AverroesColor.jpg	https://fr.wikipedia.org/wiki/Averro%C3%A8s	<p><b>Ibn Rochd de Cordoue</b><span> (en arabe : <span title="Arabe"><span lang="ar" dir="rtl">ابن رشد</span></span>, <i><span title="Transcription ALA-LC"><span lang="ar-latn-alalc97">Ibn Rushd</span></span></i>)</span>, plus connu en Occident sous son nom latinisé d'<b>Averroès</b> , est un philosophe, théologien, juriste et médecin musulman andalou de langue arabe du <abbr title="12ᵉ siècle"><span>XII</span><sup style="font-size:72%">e</sup></abbr> siècle, né le <time datetime="1126-04-21" data-sort-value="1126-04-21">14 avril 1126</time> à Cordoue en Andalousie et mort le <time datetime="1198-12-17" data-sort-value="1198-12-17">10 décembre 1198</time> à Marrakech au Maroc. Il exerce les fonctions de grand cadi (juge suprême) à Séville et à Cordoue, et de médecin privé des sultans almohades, à Marrakech à une époque charnière où le pouvoir passe des Almoravides aux Almohades.</p><p>Lecteur critique d'Al-Fârâbî, Al-Ghazâlî et Avicenne, il est considéré comme l'un des plus grands philosophes de la civilisation islamique même s'il a été accusé d'hérésie à la fin de sa vie et s'il n'a pas eu de postérité immédiate dans le monde musulman. Il n'a été redécouvert en Islam que lors de la <i>Nahda</i> au <abbr title="19ᵉ siècle"><span>XIX</span><sup style="font-size:72%">e</sup></abbr> siècle, la Renaissance arabe, durant laquelle il inspire les courants rationalistes, réformateurs et émancipateurs. Dans son œuvre, Averroès a mis l'accent sur la nécessité pour les savants de pratiquer la philosophie et d'étudier la nature créée par Dieu. De ce fait, il pratique et recommande les sciences profanes, notamment la logique et la physique, en plus de la médecine.</p><p>Son œuvre a une grande importance en Europe occidentale, où il a influencé les philosophes médiévaux latins et juifs dits averroïstes, comme Siger de Brabant, Boèce de Dacie, Isaac Albalag et Moïse Narboni. À la Renaissance, sa philosophie est très étudiée à Padoue. De façon générale, il est estimé des scolastiques qui l'appellent le « Commentateur » du « Philosophe » (Aristote) pour lequel ils ont une vénération commune. En revanche, Thomas d'Aquin puis les néoplatoniciens de Florence lui reprochent de nier l'immortalité et la pensée de l'âme individuelle, au profit d'un Intellect unique pour tous les hommes qui active en nous les idées intelligibles.</p>
Buridan	1295	1358	Philosophie médiévale		https://fr.wikipedia.org/wiki/Jean_Buridan	<p><b>Jean Buridan</b>, en latin <b>Joannes Buridanus</b> (vers 1300- vers 1358), philosophe français, docteur scolastique, fut l'instigateur du scepticisme religieux en Europe. Il fut, en Occident, le redécouvreur de la théorie de l'<i>impetus</i>, vers 1340. Son nom est plus fréquemment connu pour l'expérience de pensée dite du paradoxe de l'âne de Buridan. Une légende, propagée jusqu'au <abbr title="21ᵉ siècle"><span>XXI</span><sup style="font-size:72%">e</sup></abbr> siècle par la <i>Ballade des dames du temps jadis</i> de François Villon, l'associe à tort à l'affaire de la tour de Nesle.</p>
Zhu Xi	1130	1200	Philosophie chinoise	https://upload.wikimedia.org/wikipedia/commons/9/9e/Zhu_xi.jpg	https://fr.wikipedia.org/wiki/Zhu_Xi	<p><b>Zhu Xi</b> (chinois : <span lang="zh">朱熹</span> ; pinyin : <span><span lang="zh-latn-pinyin">Zhū Xī</span></span> ; Wade : <i><span lang="zh-latn-wadegile">Chu¹ Hsi¹</span></i> ; EFEO : <i><span lang="zh-latn">Tchou Hi</span></i>) (1130 - 1200) est un lettré de la dynastie Song du Sud qui devient l'un des plus importants néoconfucianistes en Chine. À ce titre, il est considéré comme l'un des Douze Philosophes, aux côtés de philosophes contemporains de Confucius. Zhu Xi et ses étudiants codifient ce qui est aujourd'hui considéré comme le canon confucianiste des Classiques chinois :</p> <ol><li><i>les Quatre Livres</i>, composés <ul><li>des Entretiens de Confucius</li> <li>du Mencius</li> <li>de la Grande Étude</li> <li>de l'Invariable Milieu</li></ul></li> <li>et les <i>Cinq Classiques</i> : <ul><li>le Classique des vers</li> <li>le Classique des documents</li> <li>le Classique des mutations ou Yi Jing</li> <li>le Livre des rites</li> <li>les Annales des Printemps et des Automnes</li></ul></li></ol><p>Zhu Xi écrit de nombreux commentaires de ces classiques. Ces ouvrages ne sont pas reconnus et diffusés durant la vie de leur auteur. Cependant, ils deviennent par la suite des commentaires reconnus et incontournables des classiques confucianistes et dominent la pensée chinoise jusqu'à l'abolition des examens en 1905. Son influence s'exerce également sur le néoconfucianisme japonais et coréen.</p>
Maïmonide	1138	1204	Philosophie médiévale	https://upload.wikimedia.org/wikipedia/commons/0/07/Maimonides-2.jpg	https://fr.wikipedia.org/wiki/Mo%C3%AFse_Ma%C3%AFmonide	<p><b>Moshe ben Maïmon</b>, plus couramment connu en français sous le nom de <b>Moïse Maïmonide</b> (hébreu : <span lang="he" dir="rtl">הרב משה בן מימון</span> <i>HaRav Moshé ben Maïmon</i> ; arabe : <span lang="ar" dir="rtl">أبو عمران موسى بن ميمون بن عبد الله القرطبي اليهودي</span> <i>Abou Imran Moussa ibn Maïmoun ibn Abdallah al-Kourtoubi al-Yahoudi</i> « Moïse fils de Maïmoun ibn Abdallah le cordouan juif » ; grec ancien : <span lang="grc">Μωυσής Μαϊμονίδης</span> <i>Moyses Maïmonides</i>) et mentionné dans la littérature juive sous son acronyme HaRambam (הרמב"ם « le Ramba"m »), est un rabbin séfarade du <abbr title="12ᵉ siècle"><span>XII</span><sup style="font-size:72%">e</sup></abbr> siècle né à Cordoue le <time datetime="1138-04-06" data-sort-value="1138-04-06">30 mars 1138</time> et mort à Fostat, le <time datetime="1204-12-20" data-sort-value="1204-12-20">13 décembre 1204</time>, considéré comme l’une des plus éminentes autorités rabbiniques du Moyen Âge.</p><p>Talmudiste, commentateur de la Mishna, jurisconsulte et décisionnaire, il est l’auteur du Mishné Torah, l’un des plus importants codes de loi juive.</p><p>Philosophe, métaphysicien et théologien, il entreprend comme son contemporain Averroès une synthèse entre la révélation et la vérité scientifique, laquelle est représentée de son temps par le système d’Aristote dans la version arabe d’Al-Fârâbî.</p><p>Médecin de cour et astronome, il publie aussi des traités dans ces domaines qui accroissent son prestige parmi ses contemporains.</p><p>Dirigeant de la communauté juive d'Égypte, il s’emploie à juguler l’influence du karaïsme et répond aux questions et requêtes de centres aussi éloignés que l’Irak et le Yémen.</p><p>Il est cependant accueilli avec plus de circonspection voire d’hostilité en France et en Espagne, où ses écrits et son rationalisme sont sujets à controverse des siècles durant, comme en témoigne son épitaphe qui mentionne d’abord <span>« ci-gît […] le meilleur des hommes »</span>, remplacée par <span>« […] un hérétique excommunié »</span> avant la plus célèbre :</p> <blockquote> <p>« De Moïse à Moïse [Maïmonide], il n’y en a aucun comme Moïse. »</p> </blockquote> <p>L’histoire retient en effet de Maïmonide la dernière appréciation, et il est l’une des rares autorités juives à avoir influencé les mondes arabo-musulman et chrétien, notamment Thomas d'Aquin, qui le surnomme <span>« l’Aigle de la Synagogue »</span>.</p>
Ibn ʿArabi	1165	1240	Philosophie arabe médiévale		https://fr.wikipedia.org/wiki/Ibn_Hayyan	<p><b><i>Ibn</i> <i>Ḥayyān</i>, Abū Marwān <i>Ḥayyān</i> b. Khalaf b. Ḥusayn b. <i>Ḥayyān</i> b. Muḥammad b. <i>Ḥayyān</i> b. Wahb b. <i>Ḥayyān</i> al-Qurṭubī</b> ou connu sous le nom de Ibn Ḥayyān en arabe - ابن حيان, né à Cordoue en 987 (377 H) et est mort le <time datetime="1076-11-03" data-sort-value="1076-11-03">28 octobre 1076</time> (469 H) est un célèbre historien et <i>adīb</i> <b>d’al-Andalus</b> . Il est l'auteur d'une histoire générale de l'Andalousie de la conquête arabe à son époque</p>
Albert le Grand	1200	1280	Philosophie médiévale	https://upload.wikimedia.org/wikipedia/commons/d/d0/AlbertusMagnus.jpg	https://fr.wikipedia.org/wiki/Albert_le_Grand	<p>Saint <b>Albert le Grand</b> (né Albrecht von Bollstädt), connu aussi sous les noms d’<b>Albert de Cologne</b> et <b>Albertus Magnus</b>, né autour de l'an 1200 à Lauingen et mort le <time datetime="1280-11-22" data-sort-value="1280-11-22">15 novembre 1280</time> à Cologne, est un frère dominicain, philosophe, théologien, naturaliste et chimiste allemand. Évêque de Ratisbonne durant trois ans (1260-1263), il préfère retourner à l'enseignement et est un professeur de renom au <abbr title="13ᵉ siècle"><span>XIII</span><sup style="font-size:72%">e</sup></abbr> siècle. Le plus célèbre de ses disciples est saint Thomas d'Aquin.</p><p>Homme de grande culture, il laisse une œuvre scientifique d’une grande ampleur, particulièrement brillante dans le domaine des sciences naturelles. Il répand également, comme Boèce et Jacques de Venise, des textes d'Aristote en Occident et laisse une somme de théologie servant de modèle à la <i>Somme théologique</i> de Thomas d'Aquin.</p>
Bonaventure	1221	1274	Philosophie médiévale	https://upload.wikimedia.org/wikipedia/commons/2/24/Vittorio_Crivelli_001.jpg	https://fr.wikipedia.org/wiki/Bonaventure_de_Bagnoregio	<p><b>Saint Bonaventure</b> (o.f.m.), né à Bagnorea (actuelle Bagnoregio, près d'Orvieto en Italie) en 1217-1218 ou 1221, sous le nom de <b>Giovanni di Fidanza</b>, mort à Lyon dans la nuit du 14 au <time datetime="1274-07-22" data-sort-value="1274-07-22">15 juillet 1274</time>, est un religieux italien. Il prit le nom de Bonaventure lors de son entrée dans les ordres.</p><p>Théologien, archevêque, cardinal, Docteur de l'Église, ministre général des Franciscains, il est, à l'instar de Jean Duns Scot et Thomas d'Aquin, l'un des piliers de la théologie chrétienne au Moyen Âge. Surnommé le « Docteur séraphique » (<i>Doctor seraphicus</i>), canonisé en 1482, il reste connu sous le nom de « saint Bonaventure ». Il est célébré par l'Église catholique le 15 juillet.</p>
Thomas d'Aquin	1225	1274	Philosophie médiévale	https://upload.wikimedia.org/wikipedia/commons/e/e3/St-thomas-aquinas.jpg	https://fr.wikipedia.org/wiki/Thomas_d%27Aquin	<p><b>Thomas d'Aquin</b>, né en 1225 ou 1226 au château de Roccasecca près d'Aquino, dans la partie péninsulaire du Royaume de Sicile (Latium), mort le <time datetime="1274-03-14" data-sort-value="1274-03-14">7 mars 1274</time> à l'abbaye de Fossanova près de Priverno dans les États pontificaux (dans le Latium également), est un religieux italien de l'ordre dominicain, célèbre pour son œuvre théologique et philosophique.</p><p>Considéré comme l'un des principaux maîtres de la philosophie scolastique et de la théologie catholique, il a été canonisé le <time datetime="1323-07-26" data-sort-value="1323-07-26">18 juillet 1323</time> par Jean XXII, puis proclamé docteur de l'Église par <span>Pie V</span>, en 1567 et patron des universités, écoles et académies catholiques, par <span>Léon XIII</span> en 1880. Il est également un des patrons des libraires. Il est aussi qualifié du titre de « Docteur angélique » (<i>Doctor angelicus</i>). Son corps est conservé sous le maître-autel de l'église de l'ancien couvent des dominicains de Toulouse.</p><p>De son nom dérivent les termes :</p> <ul><li>« thomisme » / « thomiste » : qui concerne l'école ou le courant philosophico-théologique qui se réclame de Thomas d'Aquin et en développe les principes au-delà de la lettre de son expression historique initiale ;</li> <li>« néothomisme » : un courant de pensée philosophico-théologique de type thomiste, développé à partir du <abbr title="19ᵉ siècle"><span>XIX</span><sup style="font-size:72%">e</sup></abbr> siècle pour répondre aux objections posées au christianisme catholique par la modernité ;</li> <li>« thomasien » : ce qui relève de la pensée de Thomas d'Aquin lui-même, indépendamment des développements historiques induits par sa réception.</li></ul><p>En 1879, le pape Léon XIII, dans l'encyclique <i>Æterni Patris</i>, a déclaré que les écrits de Thomas d'Aquin exprimaient adéquatement la doctrine de l'Église. Le concile Vatican II (décret <i>Optatam Totius</i> sur la formation des prêtres, <abbr title="numéro">n<sup>o</sup></abbr> 16) propose l'interprétation authentique de l'enseignement des papes sur le thomisme en demandant que la formation théologique des prêtres se fasse <span>« avec Thomas d'Aquin pour maître »</span>.</p><p>Thomas d'Aquin a proposé, au <abbr title="13ᵉ siècle"><span>XIII</span><sup style="font-size:72%">e</sup></abbr> siècle, une œuvre théologique qui repose, par certains aspects, sur un essai de synthèse de la raison et de la foi, notamment lorsqu'il tente de concilier la pensée chrétienne et la philosophie d'Aristote, redécouverte par les scolastiques à la suite des traductions latines du <abbr title="12ᵉ siècle"><span>XII</span><sup style="font-size:72%">e</sup></abbr> siècle.</p><p>Il distingue les vérités accessibles à la seule raison, de celles de la foi, définies comme une adhésion inconditionnelle à la Parole de Dieu. Il qualifie la philosophie de servante de la théologie (<i>philosophia ancilla theologiæ</i>) afin d'exprimer comment les deux disciplines collaborent de manière « subalternée » à la recherche de la connaissance de la vérité, chemin vers la béatitude.</p>
