Philosophe	Naissance	Mort	Catégorie	Image	Page Wikipedia	Extrait Wikipédia
Saul Kripke	1940		Philosophie analytique	https://upload.wikimedia.org/wikipedia/commons/d/d4/Kripke.JPG	https://fr.wikipedia.org/wiki/Saul_Kripke	<p>Saul Aaron Kripke (/ˈkrɪpki/ ; 13 novembre 1940 - 15 septembre 2022) est un philosophe analytique et logicien américain. Il était professeur distingué de philosophie au Graduate Center de la City University of New York et professeur émérite à l'université de Princeton. Kripke est considéré comme l'un des philosophes les plus importants de la seconde moitié du XXe siècle. Depuis les années 1960, il a été une figure centrale dans un certain nombre de domaines liés à la logique mathématique et modale, à la philosophie du langage et des mathématiques, à la métaphysique, à l'épistémologie et à la théorie de la récursion.<br>Kripke a apporté des contributions influentes et originales à la logique, en particulier à la logique modale. Sa principale contribution est une sémantique pour la logique modale impliquant des mondes possibles, aujourd'hui appelée sémantique de Kripke. Il a reçu le prix Schock 2001 en logique et philosophie.<br>Kripke est également en partie responsable du renouveau de la métaphysique et de l'essentialisme après le déclin du positivisme logique, affirmant que la nécessité est une notion métaphysique distincte de la notion épistémique d'a priori, et qu'il existe des vérités nécessaires connues a posteriori, comme par exemple que l'eau est H2O. Une série de conférences de Princeton de 1970, publiée sous forme de livre en 1980 sous le titre <i>Naming and Necessity</i>, est considérée comme l'un des ouvrages philosophiques les plus importants du 20e siècle. Elle introduit le concept de noms comme désignateurs rigides, vrais dans tous les mondes possibles, par opposition aux descriptions. Elle contient également la théorie causale de la référence de Kripke, qui conteste la théorie descriptiviste que l'on trouve dans le concept de sens de Gottlob Frege et la théorie des descriptions de Bertrand Russell.<br>Kripke a également fait une lecture originale de Ludwig Wittgenstein, dit "Kripkenstein", dans son ouvrage <i>Wittgenstein on Rules and Private Language</i>. Ce livre contient son argument relatif à la notion de règles, un paradoxe pour le scepticisme à propos de la signification. Une grande partie de son travail reste inédite ou n'existe que sous forme d'enregistrements et de manuscrits circulant en privé.</p>
Thomas Michael Scanlon	1940		Philosophie analytique	https://upload.wikimedia.org/wikipedia/commons/f/fb/Kissel_Lecture_with_Philippe_Van_Parijs_%2841326690252%29.jpg	https://en.wikipedia.org/wiki/T._M._Scanlon	<p>Thomas Michael "Tim" Scanlon (/ˈskænlən/ ; né en 1940), généralement cité sous le nom de T. M. Scanlon, est un philosophe américain. Au moment de sa retraite en 2016, il était le professeur Alford de religion naturelle, de philosophie morale et de politique civile au département de philosophie de l'université Harvard, où il enseignait depuis 1984. Il a été élu à l'American Philosophical Society en 2018.</p>
Robert Stalnaker	1940		Philosophie analytique		https://en.wikipedia.org/wiki/Robert_Stalnaker	<p>Robert Culp Stalnaker (né en 1940) est un philosophe américain, professeur émérite de philosophie Laurance S. Rockefeller au Massachusetts Institute of Technology. Il est membre de l'American Academy of Arts and Sciences et membre correspondant de la British Academy.</p>
John L. Pollock	1940	2009	Philosophie analytique		https://en.wikipedia.org/wiki/John_L._Pollock	<p>John L. Pollock (1940-2009) était un philosophe américain connu pour ses travaux influents en épistémologie, en logique philosophique, en sciences cognitives et en intelligence artificielle.</p>
Jon Elster	1940		Philosophie analytique	https://upload.wikimedia.org/wikipedia/commons/4/46/Jon_Elster_12.2.10_%286100470902%29.jpg	https://fr.wikipedia.org/wiki/Jon_Elster	<p><b>Jon Elster</b>, né le <time datetime="1940-02-22" data-sort-value="1940-02-22">22 février 1940</time> à Oslo, est un philosophe et sociologue norvégien. Ses travaux portent notamment sur le marxisme analytique et sur la théorie du choix rationnel.</p>
Larry Laudan	1941	2022	Philosophie analytique		https://fr.wikipedia.org/wiki/Larry_Laudan	<p><b>Larry Laudan</b>, né à Austin, Texas, le <time datetime="1941-10-16" data-sort-value="1941-10-16">16 octobre 1941</time> et mort le <time datetime="2022-08-23" data-sort-value="2022-08-23">23 août 2022</time>, est un philosophe des sciences et un épistémologue américain contemporain. Il s'oppose avec force aux courants traditionnels du positivisme, du réalisme et du relativisme, et défend une certaine vision de la science, celle d'une institution privilégiée et progressive contre les défis populaires. Sa conception philosophique des « traditions de la recherche » est considérée comme une solution alternative aux « programmes de recherche » d'Imre Lakatos.</p>
Michael Slote	1941		Philosophie analytique		https://en.wikipedia.org/wiki/Michael_Slote	<p>Michael A. Slote est professeur d'éthique à l'université de Miami et auteur d'un certain nombre de livres.<br>Il était auparavant professeur de philosophie à l'université du Maryland et au Trinity College de Dublin. Il a obtenu son doctorat à l'université de Harvard.<br>Il soutient que l'éthique de la vertu, sous une forme particulière qui s'appuie sur le concept d'éthique de la sollicitude, offre des avantages intuitifs et structurels significatifs par rapport à la déontologie, à l'utilitarisme et à la morale du bon sens. Il a également récemment soutenu le point de vue méta-éthique du sentimentalisme moral en opposition au rationalisme moral.<br>Plus récemment, il a étendu son travail sur le sentimentalisme à une philosophie de l'esprit (2014). Dans ses derniers travaux, il souligne également l'importance de la réceptivité comme vertu, comme valeur et comme caractéristique psychologique. Dans <i>The Impossibility of Perfection</i>, il s'oppose à la perfection morale telle qu'elle a été défendue par Aristote et les Lumières et défend une vision plus réaliste des questions morales.</p>
Gerald Allan Cohen	1941	2009	Philosophie analytique	https://upload.wikimedia.org/wikipedia/commons/9/97/1975_Gerald_Cohen_Massachusetts_House_of_Representatives.png	https://fr.wikipedia.org/wiki/Gerald_Cohen	<p><b>Gerald Allan 'Jerry' Cohen</b> (<time datetime="1941-04-14" data-sort-value="1941-04-14">14 avril 1941</time>, Montréal - <time datetime="2009-08-05" data-sort-value="2009-08-05">5 août 2009</time>, Oxford (Angleterre)) est un philosophe politique britannique d'origine canadienne.</p><p>Il est l'un des principaux représentants du marxisme analytique. Sa pensée évolue sensiblement au fil du temps, et, d'une défense traditionnelle du matérialisme historique (1978), il parvient à une position plus proche du christianisme social qu’il n'aurait jamais pu le supposer (bien qu’il ne soit pas chrétien), et dont il dit lui-même qu'elle est « à l’opposé de la position marxiste avec laquelle » il a commencé. Cette position, valorisant l'éthique individuelle en plus de la justice des institutions, demeure toutefois marquée par un profond attachement à l'égalité. Ses préoccupations majeures sont donc le matérialisme historique et la philosophie politique, où il s'est successivement confronté aux travaux de Marx, de Nozick, de Dworkin et de Rawls.</p>
Robert Audi	1941		Philosophie analytique		https://en.wikipedia.org/wiki/Robert_Audi	<p>Robert N. Audi (né en novembre 1941) est un philosophe américain dont les principaux travaux portent sur l'épistémologie, l'éthique (notamment l'intuitionnisme éthique), la rationalité et la théorie de l'action. Il est titulaire de la chaire O'Brien de philosophie à l'université de Notre Dame, où il occupait auparavant une chaire à la Business School. Son livre de 2005, <i>The Good in the Right</i>, actualise et renforce l'intuitionnisme rossien et développe l'épistémologie de l'éthique. Il a également écrit d'importants ouvrages de philosophie politique, notamment sur les relations entre l'Église et l'État. Il est un ancien président de l'American Philosophical Association et de la Society of Christian Philosophers.<br>Les contributions d'Audi à l'épistémologie comprennent sa défense du fondationnalisme faillibiliste. Audi a étendu sa théorie de la justification aux états non-doxastiques, par exemple les désirs et les intentions, en développant un compte rendu complet de la rationalité. Un état mental est rationnel s'il est "bien fondé" dans une source de justification. La justification peut provenir directement de l'expérience (par exemple, la perception) ou indirectement d'autres états mentaux qui sont eux-mêmes justifiés. La rationalité est relative aux expériences d'une personne, de sorte que ce qui est rationnel de croire pour une personne peut être irrationnel pour une autre. Audi a également développé une conception de l'autonomie, qu'il caractérise comme le pouvoir d'autogestion permettant d'utiliser des raisons pour diriger sa conduite et influencer ses attitudes propositionnelles. L'auto-législation est nécessaire mais pas suffisante pour l'autonomie, car il lui manque le pouvoir de gouverner par elle-même. L'autonomie implique de répondre aux raisons d'une manière conforme aux principes en souscrivant à des engagements envers des projets et des principes pratiques.</p>
Bas van Fraassen	1941		Philosophie analytique		https://fr.wikipedia.org/wiki/Bas_van_Fraassen	<p><b>Bastiaan (Bas) Cornelis van Fraassen</b>, né le <time datetime="1941-04-05" data-sort-value="1941-04-05">5 avril 1941</time> à Goes aux Pays-Bas, est philosophe des sciences, professeur à l'université d'État de San Francisco. Il défend une vision de la science empiriste constructive.</p>
David K. Lewis	1941	2001	Philosophie analytique		https://fr.wikipedia.org/wiki/David_Lewis_(philosophe)	<p><b>David Kellogg Lewis</b>, né le <time datetime="1941-09-28" data-sort-value="1941-09-28">28 septembre 1941</time> à Oberlin (Ohio) et mort le <time datetime="2001-10-14" data-sort-value="2001-10-14">14 octobre 2001</time> à Princeton (New Jersey), philosophe américain, est l'une des figures majeures de la philosophie analytique contemporaine.</p><p>Après avoir enseigné brièvement à l'université de Californie à Los Angeles (UCLA) il rejoint l'université de Princeton jusqu'à la fin de sa carrière. Il a été, avec Nicholas Wolterstorff, l'étudiant de Donald Cary Williams. Il est aussi souvent associé à la communauté philosophique australienne à laquelle il a rendu visite tous les ans pendant plus de 30 ans.</p><p>Le philosophe David Lewis est surtout connu pour avoir défendu la théorie du réalisme modal selon laquelle il existe un nombre infini de mondes possibles concrets et causalement isolés les uns des autres. Sa défense détaillée de cette position dans <i>De la Pluralité des mondes</i> (1986, trad. fr. 2007) a exercé une influence importante sur les débats ultérieurs en métaphysique.</p><p>On lui doit aussi des contributions fondamentales en philosophie du langage et de l'esprit, en métaphysique analytique, en épistémologie et en logique philosophique.</p>
Crispin Wright	1942		Philosophie analytique		https://fr.wikipedia.org/wiki/Crispin_Wright	<p><b>Crispin Wright</b>, né le <time datetime="1942-12-21" data-sort-value="1942-12-21">21 décembre 1942</time>, est un philosophe britannique, professeur de logique et métaphysique à l’université de St Andrews, spécialisé en philosophie de la logique, des mathématiques et du langage.</p><p>Il travaille en particulier sur Frege et la philosophie post-frégéenne des mathématiques, sur Wittgenstein, et sur les questions liées aux notions de vérité, réalisme, scepticisme, connaissance et objectivité.</p>
Daniel Dennett	1942		Philosophie analytique	https://upload.wikimedia.org/wikipedia/commons/d/d5/Daniel_Dennett_in_Venice_2006.png	https://fr.wikipedia.org/wiki/Daniel_Dennett	<p><b>Daniel Clement Dennett</b> est un philosophe américain né le <time datetime="1942-03-28" data-sort-value="1942-03-28">28 mars 1942</time> à Boston. Il s'est spécialisé en philosophie de l'esprit et en philosophie des sciences et a largement contribué à la recherche fondamentale dans les sciences cognitives. Il est tout particulièrement reconnu pour son travail concernant les retombées de la théorie de l'évolution et son analyse critique de l'héritage du dualisme cartésien.</p>
Derek Parfit	1942	2017	Philosophie analytique	https://upload.wikimedia.org/wikipedia/commons/d/d7/Derek_Parfit_at_Harvard-April_21%2C_2015-Effective_Altruism_%28cropped%29.jpg	https://fr.wikipedia.org/wiki/Derek_Parfit	<p><b>Derek Parfit</b>, né le <time datetime="1942-12-11" data-sort-value="1942-12-11">11 décembre 1942</time> à Chengdu et mort le <time datetime="2017-01-01" data-sort-value="2017-01-01">1<sup>er</sup> janvier 2017</time> à Oxford, est un philosophe britannique, spécialiste de philosophie morale, et en particulier des questions touchant à l'identité personnelle et à la rationalité. Derek Parfit est <i>Senior Research Fellow</i> au <i>All Souls College</i> de l'université d'Oxford. Il est professeur invité au département de philosophie de l'université de New York, de l'université Harvard et de l'université Rutgers.</p><p>Son premier livre, <i>Reasons &amp; Persons</i> (« <i>Des Raisons et des Personnes</i> », paru en 1984), l'a rendu célèbre. Il a été largement salué dans le monde universitaire anglo-saxon, et il a exercé une grande influence sur le développement de la philosophie normative contemporaine. Son second livre, <i>On What Matters</i> (« De ce qui Importe »), a été présenté comme l'une des plus importantes contributions à l'éthique depuis <i>Methods of Ethics</i> de Henry Sidgwick. Parfit préparait plusieurs ouvrages : <i>The Metaphysics of the Self</i>, <i>Rediscovering Reasons</i>, ainsi que deux livres de photographie consacrés à l'architecture de Saint-Pétersbourg et de Venise. Il a eu le temps d'achever le volume III de <i>On What Matters</i> (paru le 1er janvier 2017).</p>
Étienne Balibar	1942		Philosophie française XXe	https://upload.wikimedia.org/wikipedia/commons/b/b8/Etienne_Balibar_in_Berkeley_-2014.jpg	https://fr.wikipedia.org/wiki/%C3%89tienne_Balibar	<p><b>Étienne Balibar</b>, né le <time datetime="1942-04-23" data-sort-value="1942-04-23">23 avril 1942</time> à Avallon dans l'Yonne, est un philosophe français.</p><p>Il est professeur émérite de l'université Paris-Nanterre, professeur affilié au département d'anthropologie à l'université de Californie à Irvine, aux États-Unis, <i>visiting professor</i> à l'Institut de littérature et société comparée de l'université Columbia et professeur « <i>Anniversary Chair</i> » au Centre for Research in Modern European Philosophy (CRMEP) à l'université Kingston de Londres.</p>
John McDowell	1942		Philosophie analytique	https://upload.wikimedia.org/wikipedia/commons/c/ca/John_McDowell.JPG	https://fr.wikipedia.org/wiki/John_McDowell	<p><b>John Henry McDowell</b>, né le <time datetime="1942-03-07" data-sort-value="1942-03-07">7 mars 1942</time> à Boksburg en Afrique du Sud, est un philosophe contemporain, professeur à l'Université de Pittsburgh. Il a travaillé sur des questions de métaphysique, d'épistémologie, de philosophie ancienne et de méta-éthique, mais ses principaux travaux portent sur la philosophie de l'esprit et sur la philosophie du langage.</p>
Marie-José Mondzain	1942		Philosophie française XXe	https://upload.wikimedia.org/wikipedia/commons/b/ba/Marie-Jos%C3%A9_Mondzain.jpg	https://fr.wikipedia.org/wiki/Marie-Jos%C3%A9_Mondzain	<p><b>Marie-José Mondzain</b>, née le <time datetime="1942-01-18" data-sort-value="1942-01-18">18 janvier 1942</time> à Alger (Algérie), est une philosophe française, spécialiste de l'art et des images.</p>
Ned Block	1942		Philosophie analytique	https://upload.wikimedia.org/wikipedia/commons/3/3a/Ned_Block_%28cropped%29.jpg	https://fr.wikipedia.org/wiki/Ned_Block	<p><b>Ned Block</b> (né en 1942) est un philosophe américain. Ses principales contributions se situent dans le domaine de la philosophie de l'esprit et des sciences cognitives. Il est notamment connu pour ses travaux sur la conscience.</p>
Paul Churchland	1942		Philosophie analytique		https://fr.wikipedia.org/wiki/Paul_Churchland	<p><b>Paul M. Churchland</b>, né le <time datetime="1942-10-21" data-sort-value="1942-10-21">21 octobre 1942</time> à Vancouver, est un philosophe canadien. Il s'est fait remarquer notamment pour ses travaux en philosophie de l'esprit et en neurophilosophie, où il défend un matérialisme dit « éliminativiste » conjugué à un réalisme scientifique critique.</p><p>Il a obtenu son doctorat à l'Université de Pittsburgh, sous la direction de Wilfrid Sellars. En 2006, il travaille à l'Université de Californie à San Diego.</p><p>Il est le mari de la philosophe Patricia Churchland avec qui il collabore pour défendre leur position philosophique commune.</p>
Peter K. Unger	1942		Philosophie analytique		https://fr.wikipedia.org/wiki/Peter_Unger	<p>Peter K. Unger, né le 25 avril 1942 à New York, est un philosophe américain contemporain, professeur à l'Université de New York. Ses principaux intérêts se situent dans les domaines de la métaphysique, l'épistémologie, l'éthique et la philosophie de l'esprit.</p>
Peter van Inwagen	1942		Philosophie analytique		https://fr.wikipedia.org/wiki/Peter_van_Inwagen	<p><b>Peter van Inwagen</b> né le <time datetime="1942-09-21" data-sort-value="1942-09-21">21 septembre 1942</time> est un philosophe analytique américain, professeur à l'université Notre-Dame-du-Lac. Il est une des figures contemporaines majeures en métaphysique, métaontologie, philosophie de la religion et philosophie de l'action<sup>,</sup>. Son apport principal réside dans une nouvelle analyse du problème du libre arbitre dans une perspective libertarienne.</p>
Allan Gibbard	1942		Philosophie analytique		https://fr.wikipedia.org/wiki/Allan_Gibbard	<p><b>Allan Gibbard</b> est un philosophe américain né en 1942. Gibbard a apporté des contributions majeures à la théorie éthique contemporaine, en particulier à la métaéthique, où il a développé une version contemporaine du non-cognitivisme. Il a également publié des articles sur la philosophie du langage, la métaphysique et la théorie du choix social. Il est connu en théorie du choix social pour être l'auteur avec Mark Satterthwaite du théorème de Gibbard-Satterthwaite selon lequel toute règle de vote non dictatoriale est manipulable.</p>
John Earman	1942		Philosophie analytique		https://en.wikipedia.org/wiki/John_Earman	<p>John Earman (né en 1942) est un philosophe américain de la physique. Il est professeur émérite au département d'histoire et de philosophie des sciences de l'université de Pittsburgh. Il a également enseigné à l'Université de Californie, Los Angeles, à l'Université Rockefeller et à l'Université du Minnesota, et a été président de l'Association de philosophie des sciences.</p>
Malcolm Schofield	1942		Philosophie analytique		https://en.wikipedia.org/wiki/Malcolm_Schofield	<p>Malcolm Schofield, FBA (né le 19 avril 1942) est un classiciste et universitaire britannique, spécialisé dans la philosophie antique.</p>
Frank Cameron Jackson	1943		Philosophie analytique	https://upload.wikimedia.org/wikipedia/commons/8/85/FrankJackson.jpg	https://fr.wikipedia.org/wiki/Frank_Jackson	<p><b>Frank Cameron Jackson</b>, né le <time datetime="1943-08-31" data-sort-value="1943-08-31">31 août 1943</time> à Melbourne, est un philosophe australien. Il est professeur émérite de l’université nationale australienne (ANU), où il fut directeur de l’école de recherche en sciences sociales. En 2007-2008, il a également été invité régulièrement à donner des cours en tant que professeur à l'université de Princeton. Ses recherches portent principalement sur la philosophie de l'esprit, sur l’épistémologie, sur la métaphysique, et sur la méta-éthique.</p>
Blandine Kriegel	1943		Philosophie sociale et politique XXe		https://fr.wikipedia.org/wiki/Blandine_Kriegel	<p><b>Blandine Kriegel</b>, née le <time datetime="1943-12-01" data-sort-value="1943-12-01">1<sup>er</sup> décembre 1943</time> à Neuilly-sur-Seine, est une philosophe, professeur des universités, ancienne présidente du Haut Conseil à l’intégration, conseillère de Jacques Chirac et ancien membre du Comité consultatif national d'éthique.</p><p>Elle fut assistante de Michel Foucault au Collège de France.</p>
Charles Travis	1943		Philosophie analytique		https://fr.wikipedia.org/wiki/Charles_Travis	<p><b>Charles Travis</b> est un philosophe contemporain et un professeur de philosophie américain.</p><p>Diplômé (B.A.) de l'université de Californie, Berkeley, en 1963 et de UCLA (Ph.D., 1967) il a enseigné la philosophie aux États-Unis (notamment en tant que Professeur invité à l'Université de Michigan et à Harvard), au Canada, aux Pays-Bas, au Royaume-Uni (University of Stirling, Écosse ; Northwestern University ; King's College, Londres) et en France (Collège International de Philosophie, de 1983 à 1985 et Leçons au Collège de France en 2002).</p><p>Ses travaux portent sur un ensemble de problèmes relatifs aux relations entre la pensée et le monde ou, pour l'exprimer de manière moins générale, sur des notions telles que la pensée, la représentation, l'expérience, la perception, les attitudes propositionnelles. C'est un représentant majeur de la tradition de la philosophie du langage ordinaire héritée du second Wittgenstein et de John L. Austin.</p><p>Son apport personnel à la philosophie pourrait être résumé sous l'expression de contextualisme radical.</p>
Laurence BonJour	1943		Philosophie analytique		https://fr.wikipedia.org/wiki/Laurence_BonJour	<p><b>Laurence BonJour</b> (né le <time datetime="1943-08-31" data-sort-value="1943-08-31">31 août 1943</time>) est un philosophe américain, professeur émérite à l'Université de Washington.</p>
Patricia Churchland	1943		Philosophie analytique	https://upload.wikimedia.org/wikipedia/commons/7/7a/Patricia_Churchland%2C_2015_%28cropped%29.jpg	https://fr.wikipedia.org/wiki/Patricia_Churchland	<p><b>Patricia Churchland</b> (<time datetime="1943-07-16" data-sort-value="1943-07-16">16 juillet 1943</time> - ) est une philosophe canadienne et américaine de tradition analytique connue pour ses contributions dans les domaines de philosophie de l'esprit et de neurophilosophie. Elle est professeure émérite à l'Université de Californie à San Diego où elle enseigne depuis 1984.</p>
Stephen Stich	1943		Philosophie analytique		https://en.wikipedia.org/wiki/Stephen_Stich	<p>Stephen P. Stich (né le 9 mai 1943) est un universitaire américain, professeur distingué de philosophie et de sciences cognitives à l'université Rutgers, ainsi que professeur honoraire de philosophie à l'université de Sheffield. Les principaux intérêts philosophiques de Stich concernent la philosophie de l'esprit, l'épistémologie et la psychologie morale. Son livre de 1983, <i>From Folk Psychology to Cognitive Science : The Case Against Belief</i>, a fait l'objet d'une grande attention car il défendait une forme de matérialisme éliminatoire de l'esprit. Il a changé d'avis par la suite, comme l'indique son livre de 1996 intitulé <i>Deconstructing the Mind</i>.</p>
John Perry	1943		Philosophie analytique	https://upload.wikimedia.org/wikipedia/commons/c/c1/John_Perry.jpg	https://fr.wikipedia.org/wiki/John_Perry_(philosophe)	<p><b>John Perry</b>, né le <time datetime="1943-01-16" data-sort-value="1943-01-16">16 janvier 1943</time> à Lincoln (Nebraska) est un philosophe analytique américain, professeur de philosophie émérite à l'Université Stanford ainsi qu'à l'Université de Californie à Riverside. Il est reconnu pour ses apports notables en logique, philosophie du langage, métaphysique, et en philosophie de l'esprit. Il a largement contribué au développement de la « sémantique de situation » (en collaboration avec Jon Barwise). Ses travaux sur l'indexicalité, l'identité personnelle et la connaissance de soi ont été souvent discutés par les philosophes du courant analytique et ont conduit à renouveler la réflexion sur ces sujets.</p><p>John Perry anime depuis 2004 un programme de radio à succès : <i>Philosophy Talk</i>, diffusé sur la chaîne publique de radio KALW, à San Francisco. Étant de son propre aveu un procrastinateur invétéré, John Perry a forgé le concept de « procrastination structurée » qu'il a vulgarisé et dont il a fait le plaidoyer dans un petit essai qui lui vaut aujourd'hui une reconnaissance internationale.</p>
John Burgess	1943		Philosophie analytique		https://en.wikipedia.org/wiki/John_P._Burgess	<p>John Patton Burgess (né le 5 juin 1948) est un philosophe américain. Il est professeur de philosophie John N. Woodhull à l'université de Princeton, où il se spécialise dans la logique et la philosophie des mathématiques.</p>
Angela Davis	1944		Philosophie sociale et politique XXe	https://upload.wikimedia.org/wikipedia/commons/9/93/Angela_Davis_pic_%28cropped%29.jpg	https://fr.wikipedia.org/wiki/Angela_Davis	<p><b>Angela Davis</b> <span title="Alphabet phonétique international">/<span title="[ˈ] indique que la syllabe ou voyelle suivante porte l'accent tonique.">ˈ</span>æ<span title="[n] en français « n » dans « nous » ; ailleurs avec la langue un peu plus en arrière.">n</span><span title="[d͡ʒ] « dj » dans « djellaba ».">d͡ʒ</span><span title="[ə] « e » dans « refrain ».">ə</span><span title="[l] « l » dans « loup ».">l</span><span title="[ə] « e » dans « refrain ».">ə</span><span title="[ˈ] indique que la syllabe ou voyelle suivante porte l'accent tonique.">ˈ</span><span title="[d] en français « d » dans « doux » ; ailleurs avec la langue un peu plus en arrière.">d</span><span title="[e] « é » dans « clé ».">e</span>ɪ<span title="[v] « v » dans « vous ».">v</span>ɪ<span title="[s] en français « s » dans « sa » ; ailleurs avec la langue un peu plus en arrière (tel le basque : « s » dans « euskara »).">s</span>/</span>, née le <time datetime="1944-01-26" data-sort-value="1944-01-26">26 janvier 1944</time> à Birmingham en Alabama, est une militante, professeure de philosophie et écrivaine américaine. Militante communiste, pacifiste et féministe, elle défend les droits humains, notamment ceux des minorités.</p><p>Militante du mouvement des droits civiques aux États-Unis, membre du <span lang="en">Black Panther Party</span>, elle fut poursuivie par la justice à la suite de la tentative d’évasion de trois prisonniers, qui se solda par la mort d’un juge californien après sa prise en otage en <time datetime="1970-08" data-sort-value="1970-08">août 1970</time>, tué par un des fusils qu'elle avait achetés deux jours auparavant. Emprisonnée vingt-deux mois à New York, puis en Californie, elle fut finalement acquittée et poursuivit une carrière universitaire qui la mena au poste de directrice du département d’études féministes de l’université de Californie de Santa Cruz. Ses centres d’intérêt sont la philosophie féministe, notamment le <i><span lang="en">Black feminism</span></i>, les études afro-américaines, la théorie critique, le marxisme et le système carcéral. En 1998, elle fait son coming out en tant que lesbienne.</p><p>Elle est à deux reprises, en 1980 et en 1984, candidate à la vice-présidence des États-Unis pour le Parti communiste américain, en tandem avec Gus Hall.</p>
Nancy Cartwright	1944		Philosophie analytique	https://upload.wikimedia.org/wikipedia/commons/b/bf/Nancy_Cartwright_1990s.jpg	https://fr.wikipedia.org/wiki/Nancy_Cartwright_(philosophe)	<p><b>Nancy Cartwright</b>, née le <time datetime="1944-06-24" data-sort-value="1944-06-24">24 juin 1944</time> en Pennsylvanie, est professeur de philosophie à la London School of Economics et à l'université de Californie à San Diego. Elle est présidente, de 2020 à 2023, de la Division pour la logique, la méthodologie et la philosophie des sciences et des technologies de l'Union internationale d'histoire et de philosophie des sciences et des technologies.</p>
Simon Blackburn	1944		Philosophie analytique	https://upload.wikimedia.org/wikipedia/commons/1/1e/Simon_Blackburn.jpg	https://fr.wikipedia.org/wiki/Simon_Blackburn	<p><b>Simon Blackburn</b>, né le <time datetime="1944-07-12" data-sort-value="1944-07-12">12 juillet 1944</time>, est un philosophe britannique. Il est connu pour son travail sur le quasi-réalisme et ses efforts de vulgarisation de la philosophie.</p>
Donna J. Haraway	1944		Philosophie XXe	https://upload.wikimedia.org/wikipedia/commons/a/a2/Donna_Haraway_2016.png	https://fr.wikipedia.org/wiki/Donna_Haraway	<p><b>Donna J. Haraway</b>, née le <time datetime="1944-09-06" data-sort-value="1944-09-06">6 septembre 1944</time> à Denver au Colorado, est professeure émérite au département de sciences humaines de l'université de Californie à Santa Cruz, où elle était titulaire de la chaire d'histoire de la conscience et des études féministes. Elle est l'autrice de plusieurs livres sur la biologie et le féminisme. Elle est l'une des pionnières du cyberféminisme. Elle est à l'origine du concept de connaissance située.</p>
Susan Haack	1945		Philosophie analytique	https://upload.wikimedia.org/wikipedia/commons/4/40/Susan_Haack.JPG	https://fr.wikipedia.org/wiki/Susan_Haack	<p><b>Susan Haack</b> (née en 1945) est une professeure de philosophie et de droit à l'université de Miami. Elle a écrit sur la logique, la philosophie du langage, l'épistémologie et la métaphysique. Son pragmatisme s'inspire de celui de Charles Sanders Peirce.</p>
Philip Pettit	1945		Philosophie analytique	https://upload.wikimedia.org/wikipedia/commons/3/3a/Philip_Pettit.jpg	https://fr.wikipedia.org/wiki/Philip_Pettit	<p><b>Philip Noel Pettit</b> (né en 1945) est un philosophe irlandais et un théoricien politique. Il est connu comme un défenseur du républicanisme en philosophie politique et pour son soutien à l'idée d'un lien étroit entre les questions de sciences cognitives, de philosophie des sciences sociales, de libre arbitre, et de philosophie politique. Il est professeur à Princeton.</p>
William Lycan	1945		Philosophie analytique		https://en.wikipedia.org/wiki/William_Lycan	<p>William G. Lycan (/ˈlaɪkən/ LY-kən ; né le 26 septembre 1945) est un philosophe américain et professeur émérite à l'Université de Caroline du Nord à Chapel Hill, où il était auparavant le William Rand Kenan, Jr. Distinguished Professor. Depuis 2011, Lycan est également professeur invité distingué de philosophie à l'Université du Connecticut, où il continue à faire de la recherche, à enseigner et à conseiller les étudiants diplômés.<br>Ses principaux intérêts sont la philosophie de l'esprit, la philosophie du langage, la philosophie de la linguistique, l'épistémologie et la métaphysique. Auteur de huit livres et de plus de 150 articles (et plus de 20 critiques), Lycan est un défenseur de la version du fonctionnalisme, connue sous le nom de fonctionnalisme homunculaire. <br>Lycan est un réaliste et un physicaliste inconditionnel à propos de presque tout.</p>
Scott Soames	1945		Philosophie analytique		https://en.wikipedia.org/wiki/Scott_Soames	<p>Scott Soames (/soʊmz/ ; né en 1945) est un philosophe américain. Il est professeur de philosophie à l'Université de Californie du Sud (depuis 2004), et auparavant à l'Université de Princeton. Il est spécialisé dans la philosophie du langage et l'histoire de la philosophie analytique. Il est connu pour avoir défendu et développé le programme de philosophie du langage lancé par Saul Kripke, ainsi que pour avoir été un critique majeur des théories bidimensionnelles de la signification.</p>
Kit Fine	1946		Philosophie analytique		https://fr.wikipedia.org/wiki/Kit_Fine	<p><b>Kit Fine</b>, né le <time datetime="1946-03-26" data-sort-value="1946-03-26">26 mars 1946</time>, est un philosophe et logicien américain. Il enseigne à l’université de New York. Il est l'auteur de nombreux articles dans des journaux académiques, avec des contributions notables en logique philosophique, métaphysique, et en philosophie du langage. Il a aussi écrit sur la philosophie antique, en particulier sur le point de vue d'Aristote sur la logique et la modalité.</p><p>Il a épousé Anne Fine avec qui il a eu deux filles, Lone et Cordelia.</p>
