Philosophe	Naissance	Mort	Catégorie	Image	Page Wikipedia	Extrait Wikipédia
Jean Cavaillès	1903	1944	Épistémologues français	https://upload.wikimedia.org/wikipedia/commons/6/6f/Jean_Cavaill%C3%A8s.jpg	https://fr.wikipedia.org/wiki/Jean_Cavaill%C3%A8s	<p><b>Jean Cavaillès</b> <span title=""Alphabet phonétique international"">[ <span title=""[ʒ] « j » dans « joue »."">ʒ</span><span title=""[ɑ̃] « an » dans « sans »."">ɑ̃</span> <span title=""[k] « c » dans « cabas »."">k</span><span title=""[a] « a » dans « patte »."">a</span><span title=""[v] « v » dans « vous »."">v</span><span title=""[a] « a » dans « patte »."">a</span><span title=""[j] « y » dans « payer », « ill » dans « Versailles »."">j</span><span title=""[ɛ] « è » dans « mère »."">ɛ</span><span title=""[s] en français « s » dans « sa » ; ailleurs avec la langue un peu plus en arrière (tel le basque : « s » dans « euskara »)."">s</span>]</span>, né le <time datetime=""1903-05-15"" data-sort-value=""1903-05-15"">15 mai 1903</time> à Saint-Maixent et fusillé le <time datetime=""1944-04-04"" data-sort-value=""1944-04-04"">4 avril 1944</time> à Arras, est un philosophe et épistémologue français, qui fut un des principaux chefs militaires de la Résistance intérieure. Il est Compagnon de la Libération. </p><p>Normalien élevé dans le calvinisme, il est amené dès l'âge de vingt-six ans, dans le cadre d'un travail de sociologie, à documenter l'effondrement de la religion dans la République de Weimar mais ce n'est qu'en 1934, à la suite de l'avènement de Hitler, que, rejetant le communisme alors très en faveur, il « se convertit » au spinozisme de son maître Léon Brunschvicg. C'est dès lors dans le prolongement d'une théorie de la connaissance et d'une éthique monistes qu'il inscrit sa philosophie des mathématiques et de la métamathématique aussi bien que son engagement intellectuel puis militaire. </p><p>Cofondateur au début de l'Occupation du mouvement Libération, il passe en Zone nord en <time datetime=""1941-08"" data-sort-value=""1941-08"">août 1941</time> pour former l'extension Libération-Nord avec les membres du CEES clandestin et doter celle-ci d'un hebdomadaire, <i>Libération</i>. En rupture avec l'évolution prise par le mouvement, il crée à l'instigation du colonel Passy en <time datetime=""1942-04"" data-sort-value=""1942-04"">avril 1942</time> le réseau d'espionnage et de sabotage Cohors, tout en continuant d'enseigner à la Sorbonne. Il le dirige cinq puis huit mois durant, commandement interrompu par quatre mois d'internement, dont un et demi en camp. Torturé au cours de ses troisième et quatrième détentions, à Paris, il ne livre aucun nom. </p><p>Son œuvre sur les fondements des mathématiques est le fruit d'une collaboration étroite avec les grands mathématiciens qui ont été ses contemporains, Emmy Noether au premier chef. Inachevée, elle est éditée après guerre grâce à ses amis Claude Chevalley, Charles Ehresmann et Georges Canguilhem. En montrant l'évolution des mathématiques comme une dynamique sans cesse renouvelée issue des seuls axiomes qu'elles se donnent elles-mêmes et leurs limites intrinsèques, elle acte l'incomplétude de toute axiomatique et libère les mathématiques fondamentales des aprioris qui ont conduit à la crise des paradoxes. Tout en annonçant vingt-cinq ans à l'avance, à travers ce qu'il appelle la « thématisation », le dépassement des partis pris de ses camarades du groupe Bourbaki, Jean Cavaillès aura eu, de façon plus critique que son élève et ami Albert Lautman, un impact déterminant sur la recherche développée au sein de l'École normale et du Collège de France à partir de la notion héritée d'Emil Artin de mathématiques structurales. </p>
Theodor W. Adorno	1903	1969	École de Francfort	https://upload.wikimedia.org/wikipedia/commons/1/18/Theodor_W._Adorno.jpg	https://fr.wikipedia.org/wiki/Theodor_W._Adorno	<p><b>Theodor W. Adorno</b> <span title=""Alphabet phonétique international"">[<span title=""[ˈ] indique que la syllabe ou voyelle suivante porte l'accent tonique."">ˈ</span><span title=""[t] en français « t » dans « tous » ; ailleurs avec la langue un peu plus en arrière."">t</span><span title=""[e] « é » dans « clé »."">e</span><span title=""[ː] indique que le son précédent est allongé/géminé."">ː</span><span title=""[o] « o » dans « sot »."">o</span><span title=""[d] en français « d » dans « doux » ; ailleurs avec la langue un peu plus en arrière."">d</span><span title=""[o] « o » dans « sot »."">o</span><span title=""[ː] indique que le son précédent est allongé/géminé."">ː</span>ɐ̯ <span title=""[v] « v » dans « vous »."">v</span><span title=""[e] « é » dans « clé »."">e</span><span title=""[ː] indique que le son précédent est allongé/géminé."">ː</span> <span title=""[ʔ] coupure nette qui s'entend entre les deux mots de la phrase « les hérissons »."">ʔ</span><span title=""[a] « a » dans « patte »."">a</span><span title=""[ˈ] indique que la syllabe ou voyelle suivante porte l'accent tonique."">ˈ</span><span title=""[d] en français « d » dans « doux » ; ailleurs avec la langue un peu plus en arrière."">d</span><span title=""[ɔ] « o » dans « sort »."">ɔ</span>ɐ̯<span title=""[n] en français « n » dans « nous » ; ailleurs avec la langue un peu plus en arrière."">n</span><span title=""[o] « o » dans « sot »."">o</span>]</span>, né <b>Theodor Ludwig Wiesengrund</b> le <time datetime=""1903-09-11"" data-sort-value=""1903-09-11"">11 septembre 1903</time> à Francfort-sur-le-Main et mort le <time datetime=""1969-08-06"" data-sort-value=""1969-08-06"">6 août 1969</time> à Viège, est un philosophe, sociologue, compositeur et musicologue allemand. </p><p>En tant que philosophe, il est avec Herbert Marcuse et Max Horkheimer l'un des principaux représentants de l'École de Francfort, au sein de laquelle a été élaborée la théorie critique. En tant que musicien et musicologue, il est représentant de la seconde école de Vienne et théoricien de la nouvelle musique. Il introduit avec Max Horkheimer la notion interdisciplinaire d'industrie culturelle, dont ils traitent en particulier dans l'essai <i>Kulturindustrie</i> de <i>Dialectique de la Raison</i>. </p> 
Vladimir Jankélévitch	1903	1985	Philosophie française XXe	https://upload.wikimedia.org/wikipedia/commons/e/e1/VladimirJankelevitch.jpg	https://fr.wikipedia.org/wiki/Vladimir_Jank%C3%A9l%C3%A9vitch	<p><b>Vladimir Jankélévitch</b> (<span title=""Alphabet phonétique international"">/<span title=""[v] « v » dans « vous »."">v</span><span title=""[l] « l » dans « loup »."">l</span><span title=""[a] « a » dans « patte »."">a</span><span title=""[d] en français « d » dans « doux » ; ailleurs avec la langue un peu plus en arrière."">d</span><span title=""[i] « i » dans « si »."">i</span><span title=""[m] « m » dans « mou »."">m</span><span title=""[i] « i » dans « si »."">i</span><span title=""[ʁ] « r » dans « roue »."">ʁ</span> <span title=""[ʒ] « j » dans « joue »."">ʒ</span><span title=""[ɑ̃] « an » dans « sans »."">ɑ̃</span><span title=""[k] « c » dans « cabas »."">k</span><span title=""[e] « é » dans « clé »."">e</span><span title=""[l] « l » dans « loup »."">l</span><span title=""[e] « é » dans « clé »."">e</span><span title=""[v] « v » dans « vous »."">v</span><span title=""[i] « i » dans « si »."">i</span><span title=""[t] en français « t » dans « tous » ; ailleurs avec la langue un peu plus en arrière."">t</span><span title=""[ʃ] « ch » dans « chou »."">ʃ</span>/</span>), né le <time datetime=""1903-08-31"" data-sort-value=""1903-08-31"">31 août 1903</time> à Bourges et mort le <time datetime=""1985-06-06"" data-sort-value=""1985-06-06"">6 juin 1985</time> à Paris, est un philosophe et musicologue français. </p>
Hans Jonas	1903	1993	Philosophie XXe		https://fr.wikipedia.org/wiki/Hans_Jonas	<p><b>Hans Jonas</b>, né le <time datetime=""1903-05-10"" data-sort-value=""1903-05-10"">10 mai 1903</time> à Mönchengladbach (Empire allemand) et mort le <time datetime=""1993-02-05"" data-sort-value=""1993-02-05"">5 février 1993</time> à la Nouvelle-Rochelle (État de New York, États-Unis), est un historien du gnosticisme et un philosophe allemand. C'est avec son éthique pour l'âge technologique qu'il s'est avant tout fait connaître, en particulier au-delà des cercles philosophiques. Cette éthique est développée dans son œuvre principale, <i>Le Principe responsabilité</i> (1979). Il est l'un des philosophes du <abbr title=""20ᵉ siècle""><span>XX</span><sup style=""font-size:72%"">e</sup></abbr> siècle à avoir réfléchi sur les problèmes environnementaux et les implications morales du génie génétique. </p>
Georges Canguilhem	1904	1995	Épistémologues français	https://upload.wikimedia.org/wikipedia/commons/6/67/Georges_Canguilhem.jpg	https://fr.wikipedia.org/wiki/Georges_Canguilhem	<p><b>Georges Canguilhem</b>, né le <time datetime=""1904-06-04"" data-sort-value=""1904-06-04"">4 juin 1904</time> à Castelnaudary et mort le <time datetime=""1995-09-11"" data-sort-value=""1995-09-11"">11 septembre 1995</time> à Marly-le-Roi, est un philosophe et résistant français. Normalien agrégé et docteur en médecine ayant refusé d'exercer, il dirige l'IHPST de 1956 à 1971 à la suite de Gaston Bachelard. </p><p>Consacrée à l'épistémologie et à l'histoire des sciences, précisément à l'accession de la biologie, de la médecine, de la psychologie au statut de science, son œuvre, notamment <i>Le Normal et le Pathologique</i> et <i>La Connaissance de la vie</i>, relève d'une exigence éthique voire héroïque qui refuse de réduire le vivant aux mesures physicochimiques ou comportementalistes de celui-ci et par là d'imposer une norme, nécessaire à la science mais non suffisante pour l'individu. Inspirée par Jean Cavaillès critiquant la phénoménologie husserlienne, elle se nourrit de la dénonciation faite par Karl Marx du scientisme allemand et a une influence fondamentale sur la génération postmoderne qui a animé le mouvement contestataire dit de la <i>French theory</i> et fait mai-68, en particulier Michel Foucault et Pierre Bourdieu, dont Canguilhem fut directeur de thèse. </p> 
Carl Gustav Hempel	1905	1997	Empirisme logique		https://fr.wikipedia.org/wiki/Carl_Gustav_Hempel	<p><b>Carl Gustav Hempel</b> (né le <time datetime=""1905-01-08"" data-sort-value=""1905-01-08"">8 janvier 1905</time> à Oranienbourg, en province de Brandebourg, mort le <time datetime=""1997-11-09"" data-sort-value=""1997-11-09"">9 novembre 1997</time> à Princeton, New Jersey) est un philosophe des sciences et une figure majeure de l'empirisme logique au <abbr title=""20ᵉ siècle""><span>XX</span><sup style=""font-size:72%"">e</sup></abbr> siècle. Il est particulièrement connu pour l'élaboration du modèle « déductif-nomologique », qui a été considéré comme le modèle standard de l'explication scientifique durant les années 1950 et 1960. Il est l'auteur du paradoxe qui porte son nom, concernant l'induction. </p>
Eugen Fink	1905	1975	Philosophie XXe		https://fr.wikipedia.org/wiki/Eugen_Fink	<p><b>Eugen Fink</b> (<time datetime=""1905-12-11"" data-sort-value=""1905-12-11"">11 décembre 1905</time> à Constance - 25 juillet 1975 à Fribourg-en-Brisgau) est un philosophe allemand. Il est l’une des grandes figures de la phénoménologie. </p>
Raymond Aron	1905	1983	Philosophie française XXe	https://upload.wikimedia.org/wikipedia/commons/d/d6/Raymond_Aron_%281966%29.jpg	https://fr.wikipedia.org/wiki/Raymond_Aron	<p><b>Raymond Claude Ferdinand Aron</b>, né le <time datetime=""1905-03-14"" data-sort-value=""1905-03-14"">14 mars 1905</time> dans le <abbr title=""Sixième"">6<sup>e</sup></abbr> arrondissement de Paris et mort le <time datetime=""1983-10-17"" data-sort-value=""1983-10-17"">17 octobre 1983</time> dans le <abbr title=""Quatrième"">4<sup>e</sup></abbr> arrondissement de Paris, est un philosophe, sociologue, politologue, historien et journaliste français. </p><p>D'abord ami et condisciple de Jean-Paul Sartre et Paul Nizan à l'École normale supérieure, il devient lors de la montée des totalitarismes un ardent promoteur du libéralisme, à contre-courant du milieu intellectuel pacifiste et de gauche qui dominait. Il dénonce ainsi dans son ouvrage le plus célèbre <i>L'Opium des intellectuels</i> l'aveuglement et la bienveillance des intellectuels à l'égard des régimes communistes. </p><p>Pendant 30 ans, Aron est éditorialiste au quotidien <i>Le Figaro</i>. Durant ses dernières années, il travaille à <i>L'Express</i>. En 1978, il fonde la revue intellectuelle <i>Commentaire</i> pour défendre et éclairer les principes qui devraient régir une société libérale. </p><p>Il enseigne pendant 30 ans, notamment à l'Institut d'études politiques de Paris et à l'École des hautes études en sciences sociales et devient titulaire de la chaire de « Sociologie de la civilisation moderne » au Collège de France en 1970. Il est un commentateur reconnu de Marx, Clausewitz, Kojève et Sartre. </p><p>Grâce à des compétences et des centres d'intérêt multiples (en économie, sociologie, philosophie, relations internationales, géopolitique), il se distingue et acquiert une grande réputation auprès des intellectuels. Ses convictions libérales et atlantistes lui attirent de nombreuses critiques venant des partisans de la gauche et de la droite. Il garde néanmoins tout au long de sa vie un ton modéré. </p><p>Il est élu en 1963 à l'Académie des sciences morales et politiques. </p>
Jean-Paul Sartre	1905	1980	Philosophie française XXe	https://upload.wikimedia.org/wikipedia/commons/7/77/Flickr_-_Government_Press_Office_%28GPO%29_-_Jean_Paul_Sartre_and_Simone_De_Beauvoir_welcomed_by_Avraham_Shlonsky_and_Leah_Goldberg_%28cropped%29.jpg	https://fr.wikipedia.org/wiki/Jean-Paul_Sartre	<p><b>Jean-Paul Sartre</b> <span title=""Alphabet phonétique international"">[ <span title=""[ʒ] « j » dans « joue »."">ʒ</span><span title=""[ã] comme « an » dans « sans », mais avec la langue plus en avant."">ã</span><span title=""[p] « p » dans « papa »."">p</span><span title=""[o] « o » dans « sot »."">o</span><span title=""[l] « l » dans « loup »."">l</span> <span title=""[s] en français « s » dans « sa » ; ailleurs avec la langue un peu plus en arrière (tel le basque : « s » dans « euskara »)."">s</span><span title=""[a] « a » dans « patte »."">a</span><span title=""[χ] « r » dans « tarte »."">χ</span><span title=""[t] en français « t » dans « tous » ; ailleurs avec la langue un peu plus en arrière."">t</span><span title=""[χ] « r » dans « tarte »."">χ</span>]</span>, né le <time datetime=""1905-06-21"" data-sort-value=""1905-06-21"">21 juin 1905</time> dans le <abbr title=""Seizième"">16<sup>e</sup></abbr> arrondissement de Paris et mort le <time datetime=""1980-04-15"" data-sort-value=""1980-04-15"">15 avril 1980</time> dans le <abbr title=""Quatorzième"">14<sup>e</sup></abbr> arrondissement, est un philosophe et écrivain français, représentant du courant existentialiste, dont l'œuvre et la personnalité ont marqué la vie intellectuelle et politique de la France de 1945 à la fin des années 1970. </p><p>Écrivain prolifique, fondateur et directeur de la revue <i>Les Temps modernes</i> (1945), il est connu aussi bien pour son œuvre philosophique et littéraire qu'en raison de ses engagements politiques, d'abord en liaison avec le Parti communiste, puis avec des courants gauchistes, au sens léniniste du terme, plus particulièrement maoïstes, dans les années 1970. </p><p>Intransigeant et fidèle à ses idées, il a toujours rejeté tant les honneurs que toute forme de censure ; il a notamment refusé le prix Nobel de littérature en 1964. Exception notable, il a cependant accepté le titre de docteur honoris causa de l'Université de Jérusalem en 1976. Il refusa de diriger une série d'émissions télévisées qu'on lui proposait, parce qu'on y mettait comme condition la réalisation d'une maquette préalable, et expliqua : « Je n'ai plus l'âge de passer des examens. » Il contribua à la création du journal <i>Libération</i>, allant jusqu'à le vendre lui-même dans les rues pour donner plus de publicité à son lancement. </p><p>Il a partagé sa vie avec Simone de Beauvoir, philosophe de l'existentialisme et féministe, avec laquelle il a formé un couple célèbre du <abbr title=""20ᵉ siècle""><span>XX</span><sup style=""font-size:72%"">e</sup></abbr> siècle. Leurs philosophies, bien que très proches, ne sauraient être confondues. De 1949 jusqu'à sa mort, il a simultanément vécu une liaison avec Michelle Vian, la première épouse de Boris Vian, qui tape notamment ses textes à la machine en vue de leur parution dans la revue <i>Les Temps modernes</i><sup>,</sup>. </p><p>D'autres intellectuels ont joué pour lui un rôle important à différentes étapes de sa vie : Paul Nizan et Raymond Aron, ses condisciples à l'École normale supérieure ; Maurice Merleau-Ponty et Albert Camus dans les années d'après-guerre, puis Benny Lévy (<i>alias</i> Pierre Victor) à la fin de sa vie. </p><p>Selon de nombreux commentateurs et pour Sartre lui-même, sa vie est séparée en deux par la Seconde Guerre mondiale. On distingue alors deux grandes périodes dans l'œuvre sartrienne : une approche philosophique théorique axée sur l'ontologie de <i>L'Être et le Néant</i> (1943) ; puis une période plus pratique, où l'auteur cherche à appliquer sa méthode exposée dans la <i>Critique de la raison dialectique</i> (1960). Cette seconde période de son œuvre a fortement influencé les sociologues qualitativistes comme Erving Goffman. </p><p>Jean-Paul Sartre laisse derrière lui une œuvre considérable, sous forme de romans, d'essais, de pièces de théâtre, d'écrits philosophiques ou de biographies. Sa philosophie a marqué l'après-guerre, et il est, avec Albert Camus, un symbole de l'intellectuel engagé. Comme ce dernier l'avait été en 1957, il sera distingué en 1964 du prix Nobel de littérature, qu'il déclinera. </p><p>De son supposé engagement dans la résistance en 1941 (engagement mis en doute en raison de son attitude trouble durant l'Occupation), jusqu'à sa mort, en 1980, Sartre n'a cessé de défrayer la chronique. Il s'investit en effet sur de nombreux sujets, embrassant avec ferveur les causes qui lui ont semblé justes. Parfois assimilé à un Voltaire du <abbr title=""20ᵉ siècle""><span>XX</span><sup style=""font-size:72%"">e</sup></abbr> siècle, Sartre demeure un militant jusqu'au bout de sa vie. </p>
Hannah Arendt	1906	1975	Philosophie sociale et politique XXe	https://upload.wikimedia.org/wikipedia/commons/c/cd/Hannah_Arendt_auf_dem_1._Kulturkritikerkongress%2C_Barbara_Niggl_Radloff%2C_FM-2019-1-5-9-16_%28cropped%29.jpg	https://fr.wikipedia.org/wiki/Hannah_Arendt	<p><b>Hannah Arendt</b>, née <b>Johanna Arendt</b> le <time datetime=""1906-10-14"" data-sort-value=""1906-10-14"">14 octobre 1906</time> à Hanovre et décédée le <time datetime=""1975-12-04"" data-sort-value=""1975-12-04"">4 décembre 1975</time> à New York, est une politologue, philosophe et journaliste allemande naturalisée américaine, connue pour ses travaux sur l’activité politique, le totalitarisme, la modernité et la philosophie de l'histoire. </p><p>Elle soulignait toutefois que sa vocation n'était pas la philosophie mais la théorie politique (<span lang=""de"">« <span>Mein Beruf ist politische Theorie</span> »</span>). C'est pourquoi elle se disait <span>« politologue »</span> (<span lang=""en"">« <span>political scientist</span> »</span>) plutôt que philosophe. Son refus de la philosophie est notamment évoqué dans <i>Condition de l'homme moderne</i> où elle considère que <span>« la majeure partie de la philosophie politique depuis Platon s'interpréterait aisément comme une série d'essais en vue de découvrir les fondements théoriques et les moyens pratiques d'une évasion définitive de la politique »</span>. </p><p>Ses ouvrages sur le phénomène totalitaire sont étudiés dans le monde entier et sa pensée politique et philosophique occupe une place importante dans la réflexion contemporaine. Ses livres les plus célèbres sont <i>Les Origines du totalitarisme</i> (1951 ; titre original : <i>The Origins of Totalitarianism</i>), <i>Condition de l'homme moderne</i> (1958) et <i>La Crise de la culture</i> (1961). Le mot <i>totalitarianism</i> exprime l'idée que la dictature ne s'exerce pas seulement dans la sphère politique, mais dans toutes, y compris les sphères privée et intime, quadrillant toute la société et tout le territoire. Son livre <i>Eichmann à Jérusalem</i>, publié en 1963 à la suite du procès d'Adolf Eichmann en 1961, où elle développe le concept de la banalité du mal, a fait l'objet d'une controverse internationale. </p>
Emmanuel Levinas	1906	1995	Philosophie française XXe	https://upload.wikimedia.org/wikipedia/commons/7/71/Emmanuel_Levinas.jpg	https://fr.wikipedia.org/wiki/Emmanuel_Levinas	<p><b>Emmanuel Levinas</b>, né le <span data-sort-value=""1906-01-12"">30 décembre 1905</span> (<time datetime=""1906-01-12"" data-sort-value=""1906-01-12"">12 janvier 1906</time> dans le calendrier grégorien) à Kaunas (Empire russe à l’époque, Lituanie aujourd'hui) et mort le <time datetime=""1995-12-25"" data-sort-value=""1995-12-25"">25 décembre 1995</time> à Clichy (Hauts-de-Seine), est un philosophe d'origine lituanienne naturalisé français en 1930. </p><p>Il a reçu dès son enfance une éducation juive traditionnelle, principalement axée sur la Torah. Plus tard, il a été introduit au Talmud par l'énigmatique « Monsieur Chouchani ». La Torah enseignée par Levinas est dérivée de ses leçons. </p><p>La philosophie de Levinas est centrée sur la question éthique et métaphysique d'autrui, caractérisé comme l'infini impossible à totaliser, puis comme l'au-delà de l'être, à l'instar du Bien platonicien, ou de l'idée cartésienne d'infini que la pensée ne peut contenir. Levinas étend ses recherches à la philosophie de l'histoire et à la phénoménologie de l'amour. Il est également l'un des premiers à introduire en France la pensée de Husserl et celle de Heidegger. </p> <meta property=""mw:PageProp/toc"">
Nelson Goodman	1906	1998	Philosophie analytique		https://fr.wikipedia.org/wiki/Nelson_Goodman	<p><b>Nelson Goodman</b> (<time datetime=""1906-08-07"" data-sort-value=""1906-08-07"">7 août 1906</time> - <time datetime=""1998-11-25"" data-sort-value=""1998-11-25"">25 novembre 1998</time>) est un philosophe, logicien et collectionneur d'art américain. </p><p>Disciple de Clarence Irving Lewis et Carnap, ami de Quine, il appartient à la philosophie analytique, la méréologie et fait sien le credo nominaliste de ne jamais considérer des classes et des ensembles comme ayant une réalité. Il est connu pour sa réflexion sur le problème de l'induction à travers laquelle il a développé un paradoxe logique resté célèbre. Il se fait connaître aussi dans le cadre de l'esthétique analytique dont il est un des penseurs fondamentaux avec Arthur Danto et George Dickie. </p>
H.L.A. Hart	1907	1992	Philosophie du droit		https://fr.wikipedia.org/wiki/H.L.M.	 
Simone de Beauvoir	1908	1986	Philosophie française XXe	https://upload.wikimedia.org/wikipedia/commons/c/c1/Simone_de_Beauvoir2.png	https://fr.wikipedia.org/wiki/Simone_de_Beauvoir	<p><b>Simone de Beauvoir</b> (<span title=""Alphabet phonétique international"">/<span title=""[s] en français « s » dans « sa » ; ailleurs avec la langue un peu plus en arrière (tel le basque : « s » dans « euskara »)."">s</span><span title=""[i] « i » dans « si »."">i</span><span title=""[m] « m » dans « mou »."">m</span><span title=""[ɔ] « o » dans « sort »."">ɔ</span><span title=""[n] en français « n » dans « nous » ; ailleurs avec la langue un peu plus en arrière."">n</span> <span title=""[d] en français « d » dans « doux » ; ailleurs avec la langue un peu plus en arrière."">d</span><span title=""[ə] « e » dans « refrain »."">ə</span> <span title=""[b] « b » dans « beau »."">b</span><span title=""[o] « o » dans « sot »."">o</span><span title=""[v] « v » dans « vous »."">v</span><span title=""[w] « w » dans « web », « ou » dans « oui »."">w</span><span title=""[a] « a » dans « patte »."">a</span><span title=""[ʁ] « r » dans « roue »."">ʁ</span>/</span> ), née le <time datetime=""1908-01-09"" data-sort-value=""1908-01-09"">9 janvier 1908</time> dans le <abbr title=""Sixième"">6<sup>e</sup></abbr> arrondissement de Paris, ville où elle est morte le <time datetime=""1986-04-14"" data-sort-value=""1986-04-14"">14 avril 1986</time>, est une philosophe, romancière, mémorialiste et essayiste française. </p><p>En 1954, après plusieurs romans dont <i>L'Invitée</i> (1943) et <i>Le Sang des autres</i> (1945), elle obtient le prix Goncourt pour <i>Les Mandarins</i>. Ses œuvres sont alors parmi les plus lues dans le monde. </p><p>Souvent considérée comme une théoricienne majeure du féminisme, notamment grâce à son <i>magnum opus</i> <i>Le Deuxième Sexe</i> publié en 1949, ouvrage encyclopédique s'inscrivant dans le courant philosophique de la phénoménologie et en particulier dans son moment existentialiste, Simone de Beauvoir a également participé au mouvement de libération des femmes dans les années 1970. </p><p>Elle a partagé sa vie avec le philosophe Jean-Paul Sartre. Leurs philosophies, bien que très proches, ne sauraient être confondues. </p> 
Claude Lévi-Strauss	1908	2009	Philosophie française XXe	https://upload.wikimedia.org/wikipedia/commons/b/b8/Levi-strauss_260.jpg	https://fr.wikipedia.org/wiki/Claude_L%C3%A9vi-Strauss	<p><b>Claude Lévi-Strauss</b> <span title=""Alphabet phonétique international"">[<span title=""[k] « c » dans « cabas »."">k</span><span title=""[l] « l » dans « loup »."">l</span><span title=""[o] « o » dans « sot »."">o</span><span title=""[d] en français « d » dans « doux » ; ailleurs avec la langue un peu plus en arrière."">d</span> <span title=""[l] « l » dans « loup »."">l</span><span title=""[e] « é » dans « clé »."">e</span><span title=""[v] « v » dans « vous »."">v</span><span title=""[i] « i » dans « si »."">i</span> <span title=""[s] en français « s » dans « sa » ; ailleurs avec la langue un peu plus en arrière (tel le basque : « s » dans « euskara »)."">s</span><span title=""[t] en français « t » dans « tous » ; ailleurs avec la langue un peu plus en arrière."">t</span><span title=""[ʁ] « r » dans « roue »."">ʁ</span><span title=""[o] « o » dans « sot »."">o</span><span title=""[s] en français « s » dans « sa » ; ailleurs avec la langue un peu plus en arrière (tel le basque : « s » dans « euskara »)."">s</span>]</span>, né le <time datetime=""1908-11-28"" data-sort-value=""1908-11-28"">28 novembre 1908</time> à Bruxelles et mort le <time datetime=""2009-10-30"" data-sort-value=""2009-10-30"">30 octobre 2009</time> à Paris <abbr title=""Seizième"">16<sup>e</sup></abbr>, est un anthropologue et ethnologue français qui a exercé une influence majeure à l'échelle internationale sur les sciences humaines et sociales dans la seconde moitié du <abbr title=""20ᵉ siècle""><span>XX</span><sup style=""font-size:72%"">e</sup></abbr> siècle. Il est devenu notamment l'une des figures fondatrices du structuralisme à partir des <span>années 1950</span> en développant une méthodologie propre, l'anthropologie structurale, par laquelle il a renouvelé en profondeur l'ethnologie et l'anthropologie en leur appliquant les principes holistes issus de la linguistique, de la phonologie, des mathématiques et des sciences naturelles. </p><p>Professeur agrégé de philosophie et enseignant au début des <span>années 1930</span>, il se tourne à partir de 1935 vers l'ethnologie, dont il va faire son métier. Après ses premiers travaux de terrain sur les peuples indigènes du Brésil entre 1935 et 1939, il est contraint de s'exiler en 1941 à New York ; où il rencontre de grandes figures des sciences humaines et sociales, dont le phonologue russe Roman Jakobson, auprès de qui il s'initie aux principes de l'analyse structurale et de la linguistique moderne. À partir de cette découverte décisive qu'il choisit d'appliquer à la parenté, il élabore les principes de l'anthropologie structurale, en rupture radicale avec les courants alors dominants en ethno-anthropologie (évolutionnisme, diffusionnisme, culturalisme, fonctionnalisme) : il cherche à expliquer la société et ses manifestations comme un tout doté d'une cohérence interne autorégulée, échappant à la conscience des individus. À son retour en France, il soutient et publie en 1949 sa thèse sur <i>Les Structures élémentaires de la parenté</i>, première application de sa méthode novatrice, qui lui apporte une notoriété précoce parmi les anthropologues de nombreux pays. </p><p>Durant les <span>années 1950</span>, il enseigne en France, où il est directeur d'études à l'Ecole pratique des hautes études (future École des hautes études en sciences sociales) et aux États-Unis et consolide les principes de sa méthode structurale, qu'il présente en 1958 au public sous la forme d'un recueil d'articles, <i>Anthropologie structurale</i>, premier d'une série d'ouvrages méthodologiques. Ses travaux apportent un éclairage neuf sur un grand nombre de problématiques anthropologiques classiques jusqu'alors mal connues ou inexpliquées. Ils acquièrent rapidement un rayonnement international et inspirent d'autres disciplines, participant dans une large mesure à la naissance du mouvement structuraliste français. Élu en 1959 à la chaire d'anthropologie sociale du Collège de France, Lévi-Strauss quitte le champ de la parenté et continue avec <i>Le Totémisme aujourd'hui</i> et <i>La Pensée sauvage</i> (1962) à revisiter les grandes thématiques anthropologiques, bouleversant le regard occidental sur les sociétés sans écriture. Puis, durant près d'une décennie, il se consacre à une approche structurale des mythes, publiant entre 1964 et 1971 les quatre volumes des <i>Mythologiques</i>, son œuvre majeure. Dans les <span>années 1970</span> puis après sa retraite en 1982, il adapte sa méthode scientifique à l'évolution générale du paradigme structuraliste vers la dimension temporelle (diachronie, structuralisme génétique), travaillant notamment avec les historiens des Annales à la naissance de l'anthropologie historique sur des thèmes comme la famille, la parenté cognatique, le système à maison. Parallèlement, tout au long de sa carrière, il participe à la réflexion sur les sciences sociales et leur organisation institutionnelle, et réexamine de façon critique de vastes thématiques des sciences humaines comme l'art, le progrès, la race, les rapports entre nature et culture, le développement et la condition humaine. </p><p>Auteur, à côté de ses nombreux ouvrages de caractère universitaire, d'un livre plus littéraire et autobiographique, <i>Tristes Tropiques</i>, qui connut dès sa parution en 1955 un large succès public en France comme à l'étranger, Lévi-Strauss a été élu en 1973 à l'Académie française. Ayant acquis à partir des <span>années 1980</span> une très grande stature intellectuelle, consacrée en 2008 par l'entrée de son vivant dans la prestigieuse collection de la Pléiade, il reste présent dans les médias et les débats de société jusqu'à un âge avancé. Sa pensée, qui avait perdu après les <span>années 1970</span> une grande partie de son influence dans les sciences sociales avec le reflux du paradigme structuraliste et holiste, connaît une nouvelle vitalité à partir des <span>années 2000</span> en philosophie des sciences et des mathématiques, autour de la notion-clé de transformation. </p>
